299,1143260855
133,1143074792
426,1143420907
177,1143139967
241,1143172766
124,1143072349
305,1143269202
469,1143490981
185,1143145785
158,1143096664
1026,1144027178
731,1143825589
1109,1144095377
1124,1144102170
1062,1144079071
685,1143742509
1064,1144080021
774,1143857865
1237,1144179456
867,1143918131
1535,1144456605
1773,1144721159
1611,1144535396
1517,1144451965
1285,1144201110
1431,1144379875
1734,1144695812
1673,1144610872
1263,1144190337
1475,1144428251
2076,1144973697
2028,1144946355
2327,1145237486
1874,1144807000
1910,1144822769
2355,1145305836
1945,1144870359
2212,1145077875
2248,1145136430
2346,1145290930
2604,1145630582
2631,1145662809
2519,1145510035
2527,1145542811
2676,1145738417
2430,1145396060
2512,1145500057
2705,1145757624
2537,1145562025
2548,1145568661
3226,1146451607
2862,1146072105
2962,1146249021
3197,1146435077
2896,1146133864
3064,1146270527
2865,1146078277
3293,1146530600
3273,1146522407
3259,1146511144
3651,1146886575
3380,1146620300
3350,1146596692
3378,1146620094
3732,1146994914
3385,1146621877
3678,1146936173
3823,1147145455
3780,1147104698
3422,1146670929
3873,1147200895
4235,1147483216
3878,1147202690
4405,1147707613
4108,1147379182
3908,1147218181
3966,1147279655
4431,1147719905
3988,1147296755
4048,1147366813
4703,1148011772
4797,1148089945
4839,1148144222
4695,1148007313
4507,1147795182
4754,1148071480
4649,1147983862
4727,1148052613
4773,1148080469
4686,1148001371
5336,1148703561
5173,1148530983
5292,1148681380
5417,1148787141
5536,1148858178
5498,1148844532
5323,1148696895
5162,1148519892
5602,1148938001
5344,1148706937
5832,1149222009
5630,1149006503
5626,1148998315
5936,1149357970
5870,1149287027
6000,1149408162
5910,1149311380
5692,1149055077
6065,1149487466
5641,1149016998
6481,1150058581
6462,1150007665
6553,1150147814
6289,1149806085
6135,1149612876
6308,1149814532
6309,1149814540
6134,1149612657
6474,1150055306
6509,1150077433
6786,1150414738
6697,1150331371
6783,1150414635
7102,1150765035
6613,1150241804
7059,1150735229
6755,1150400471
7096,1150758934
6748,1150398057
7037,1150691287
7464,1151080853
7223,1150870505
7442,1151040610
7616,1151186260
7177,1150834184
7654,1151207506
7567,1151135282
7642,1151203594
7211,1150863693
7417,1151029770
8300,1151715159
8551,1151904457
8619,1151989048
8301,1151715442
8070,1151542999
8092,1151556475
8151,1151615957
7907,1151432714
8418,1151806199
8019,1151525524
8982,1152290730
8805,1152129166
8731,1152071015
8994,1152294807
9213,1152484364
9088,1152392642
9185,1152464520
8712,1152060972
8962,1152248884
8900,1152218720
11045,1153172828
10114,1152917864
9804,1152833708
9836,1152842317
9449,1152666068
10008,1152897628
10835,1153115486
10087,1152913340
10643,1153080678
10552,1153068181
12194,1153390455
13494,1153768169
12568,1153467972
12550,1153461847
11960,1153343342
13384,1153753067
12947,1153552896
12908,1153543659
13479,1153763919
13110,1153609201
13740,1153863713
15337,1154396103
13752,1153865683
14161,1154002125
14992,1154264814
14561,1154115111
15123,1154315084
14222,1154022592
14284,1154034382
13649,1153841778
16734,1154920230
16594,1154838112
16642,1154881280
15561,1154469496
16397,1154755641
16452,1154796182
16326,1154735080
16630,1154872618
16925,1155009895
16024,1154629294
17167,1155147829
18046,1155654740
17902,1155574540
17835,1155508074
16958,1155043837
17780,1155459912
17733,1155427046
17880,1155564013
17117,1155105874
17099,1155101276
19428,1156268185
18574,1155851397
18306,1155752355
18718,1155922060
19421,1156266850
18555,1155845691
19451,1156271899
18520,1155833109
18482,1155826432
19450,1156271704
19520,1156286039
19716,1156362312
22855,1156771643
20029,1156446162
20051,1156450255
20527,1156562375
20824,1156651453
20045,1156449765
20199,1156479872
19747,1156369424
25201,1157329249
25441,1157389029
24194,1157063892
25215,1157333935
24338,1157088452
24157,1157059045
24702,1157185252
24339,1157088495
25386,1157381844
24754,1157207864
28328,1157923841
27698,1157805999
27566,1157769406
28206,1157908112
28939,1158031560
26820,1157672398
27172,1157726651
27729,1157813243
26617,1157652592
29174,1158073772
31772,1158529866
30258,1158243749
