TweetId,TweetTimestamp,EstimatedTimestamp,Error
15544831,1175218404,1175222243,3839
16532681,1175345844,1175343115,2729
14879371,1175153536,1175156364,2828
17103581,1175444814,1175440682,4132
22176981,1176055816,1176054994,822
19940951,1175779402,1175779397,5
18642501,1175624723,1175626265,1542
22406941,1176083051,1176084324,1273
19001181,1175664520,1175666524,2004
22837821,1176133276,1176131861,1415
24829081,1176311298,1176310227,1071
27399801,1176507497,1176510130,2633
36074622,1177259801,1177260207,406
34233162,1177083768,1177080398,3370
36644292,1177310103,1177306573,3530
35382612,1177189588,1177189932,344
36658792,1177311579,1177307697,3882
32221531,1176913123,1176913305,182
44043372,1177855818,1177856391,573
40978082,1177612583,1177615619,3036
50661992,1178351513,1178353841,2328
49601672,1178277604,1178274193,3411
54981322,1178624187,1178624833,646
56299802,1178673876,1178674368,492
61594162,1178987468,1178986960,508
69276982,1179525268,1179528521,3253
70756822,1179628110,1179628062,48
81576852,1180367844,1180367838,6
75605752,1179946401,1179947845,1444
74578292,1179877783,1179877853,70
80271632,1180264013,1180260659,3354
89289572,1180880202,1180878370,1832
90028602,1180930221,1180929755,466
97212762,1181391137,1181389496,1641
99398472,1181545393,1181544412,981
95627412,1181287103,1181286000,1103
105695882,1181911760,1181908468,3292
103933772,1181805508,1181804691,817
103233702,1181755968,1181758846,2878
112119642,1182298900,1182299275,375
121419292,1182858197,1182858711,514
112018862,1182293526,1182294126,600
129015412,1183286143,1183285543,600
130091572,1183350572,1183349866,706
123831962,1182990197,1182990614,417
139026192,1183836250,1183838646,2396
133946952,1183551847,1183550983,864
144814012,1184162671,1184161257,1414
144696932,1184157376,1184155649,1727
150558262,1184475495,1184475577,82
143625332,1184102824,1184103588,764
160461542,1184984866,1184984945,79
161907172,1185077254,1185078786,1532
156213882,1184782915,1184784316,1401
157436162,1184845391,1184843829,1562
160690112,1184998917,1184998843,74
155603472,1184755071,1184753822,1249
173929112,1185678881,1185678671,210
173068592,1185631658,1185631011,647
177459112,1185847861,1185848315,454
175189582,1185747311,1185745364,1947
171759432,1185557030,1185557946,916
176272382,1185799049,1185797809,1240
177666302,1185857250,1185857151,99
187713442,1186307804,1186306875,929
189440802,1186393776,1186389864,3912
189273352,1186385821,1186382594,3227
192460662,1186515346,1186517640,2294
196939512,1186695451,1186697443,1992
214289162,1187535466,1187533829,1637
207054962,1187170272,1187168336,1936
206420362,1187139611,1187139806,195
226360772,1188033459,1188036190,2731
221474602,1187834583,1187834002,581
229744042,1188199884,1188198914,970
229860332,1188204995,1188204133,862
223897632,1187930185,1187929668,517
241784232,1188694577,1188695642,1065
240596772,1188630246,1188630518,272
254476292,1189241366,1189241725,359
258109772,1189407837,1189404326,3511
260995982,1189510619,1189510489,130
276584692,1190118475,1190114172,4303
269783292,1189825887,1189829695,3808
274830622,1190051237,1190051406,169
276280702,1190107121,1190103262,3859
268087592,1189764037,1189764324,287
274133632,1190029619,1190026573,3046
261098512,1189514197,1189514161,36
286400182,1190481923,1190481810,113
282699452,1190332381,1190332934,553
282175232,1190313257,1190314869,1612
289855162,1190638838,1190636426,2412
292961442,1190753787,1190754345,558
303554062,1191184417,1191186143,1726
293665732,1190780837,1190780905,68
293934312,1190792612,1190791218,1394
303263362,1191172179,1191173226,1047
302413042,1191132402,1191134918,2516
315928422,1191657471,1191655553,1918
315997572,1191661235,1191658762,2473
313623782,1191568826,1191568767,59
336665972,1192434247,1192432769,1478
333102952,1192285865,1192283640,2225
331825812,1192229413,1192229798,385
353694982,1193025277,1193024998,279
345379952,1192722335,1192721228,1107
339006592,1192514298,1192514134,164
370727882,1193596128,1193594346,1782
380408262,1193921797,1193919927,1870
382194842,1193974391,1193976657,2266
387267462,1194173551,1194171264,2287
388729752,1194231032,1194231245,213
395726172,1194454870,1194456658,1788
396218992,1194468586,1194470381,1795
406306082,1194812670,1194812000,670
421882092,1195318000,1195316691,1309
421640502,1195310066,1195307159,2907
429295812,1195570658,1195568365,2293
431476062,1195634023,1195633812,211
430094322,1195590770,1195592241,1471
434469652,1195722531,1195721756,775
460352342,1196516751,1196516426,325
455501532,1196368539,1196369566,1027
468728162,1196782601,1196781327,1274
469137232,1196790286,1196790380,94
483727592,1197213071,1197210981,2090
486188632,1197282766,1197281958,808
507996872,1197907612,1197882091,25521
496550462,1197539269,1197539603,334
493380412,1197461622,1197460218,1404
495703462,1197513640,1197516766,3126
521541512,1198253341,1198251731,1610
527005142,1198432866,1198431633,1233
527536192,1198449356,1198449369,13
529120022,1198499015,1198498268,747
519540282,1198199023,1198200548,1525
535252102,1198686415,1198687266,851
550471312,1199134095,1199136834,2739
549724912,1199115739,1199117737,1998
547283402,1199045362,1199045248,114
566246642,1199565612,1199566721,1109
565864162,1199555351,1199556395,1044
559452222,1199390817,1199391804,987
568540482,1199633379,1199631361,2018
594300772,1200236041,1200234287,1754
581692762,1199926486,1199929882,3396
593754852,1200219498,1200217996,1502
621556732,1200869371,1200868806,565
612228832,1200632042,1200634582,2540
634494872,1201137244,1201137267,23
632743512,1201104229,1201102137,2092
677399492,1202155153,1202154964,189
679437312,1202207228,1202202163,5065
692496292,1202526971,1202526984,13
683324502,1202299316,1202299323,7
701466132,1202773618,1202777536,3918
750798052,1203842808,1203839832,2976
761026232,1204041662,1204039958,1704
746239832,1203730870,1203733509,2639
747040772,1203749748,1203749577,171
748039392,1203776698,1203773821,2877
755274522,1203938086,1203934693,3393
730784942,1203431844,1203428353,3491
764150471,1204145152,1204146414,1262
764903181,1204297558,1204293734,3824
765725515,1204478868,1204478937,69
764651660,1204236145,1204239193,3048
765491863,1204414987,1204416324,1337
764728947,1204250488,1204253660,3172
764450543,1204205967,1204201799,4168
761774072,1204052154,1204052513,359
765990205,1204541542,1204536853,4689
765226402,1204372347,1204372380,33
767790331,1204848618,1204849506,888
768533102,1204993635,1204990483,3152
768060987,1204901598,1204897157,4441
767511997,1204806417,1204800976,5441
767918174,1204874258,1204872014,2244
767100176,1204733093,1204730002,3091
766933463,1204703281,1204701626,1655
766614776,1204649186,1204647007,2179
769209269,1205137285,1205132274,5011
768465264,1204980127,1204975533,4594
770537909,1205350797,1205353983,3186
771622154,1205521614,1205524291,2677
770138961,1205286301,1205287927,1626
771938428,1205587157,1205582816,4341
771428201,1205496878,1205494007,2871
772211316,1205640139,1205641132,993
770640156,1205366451,1205371167,4716
772649241,1205730782,1205732240,1458
770766427,1205389187,1205392389,3202
770294873,1205316457,1205313613,2844
776010799,1206324024,1206321868,2156
775332047,1206177692,1206177396,296
776684179,1206440240,1206438801,1439
773950606,1205941287,1205937623,3664
776252328,1206371396,1206367053,4343
775017007,1206115928,1206117336,1408
774416407,1206019456,1206014929,4527
773966542,1205943047,1205940133,2914
775502586,1206212607,1206214263,1656
773314346,1205844007,1205836919,7088
780103766,1206963192,1206956116,7076
778544300,1206706574,1206705203,1371
777202238,1206510712,1206513397,2685
778677934,1206721443,1206724220,2777
778385489,1206677010,1206681055,4045
778219436,1206653720,1206655806,2086
777314096,1206532543,1206528322,4221
777644779,1206570972,1206571503,531
779070925,1206780283,1206778650,1633
777246722,1206520272,1206519524,748
783593772,1207433854,1207434657,803
784851664,1207630283,1207633709,3426
783246541,1207370954,1207372641,1687
780888980,1207064055,1207064970,915
781258138,1207109824,1207112339,2515
781976795,1207205455,1207204334,1121
784510699,1207587544,1207588276,732
783111902,1207349439,1207349777,338
781363639,1207128409,1207125648,2761
782340861,1207250333,1207253622,3289
786619355,1207849837,1207848628,1209
786088454,1207782413,1207786118,3705
786780699,1207867470,1207867655,185
785341570,1207690194,1207690496,302
787186312,1207922315,1207921477,838
789362917,1208240923,1208243003,2080
789256264,1208221790,1208228364,6574
789323434,1208229826,1208237583,7757
786049462,1207777648,1207781364,3716
787902843,1208024550,1208022719,1831
793990182,1208829301,1208829491,190
789955017,1208308836,1208308204,632
789709668,1208281263,1208282437,1174
790685411,1208387022,1208389198,2176
794189225,1208858406,1208853007,5399
790453723,1208365929,1208367003,1074
791488220,1208478996,1208482683,3687
792290073,1208574177,1208576696,2519
794118955,1208847540,1208844650,2890
792334540,1208584102,1208584137,35
798560376,1209372531,1209371389,1142
798545879,1209370371,1209369946,425
794462136,1208885363,1208885415,52
795516376,1208993313,1208996345,3032
795197475,1208964743,1208962000,2743
795685731,1209012379,1209015955,3576
798850975,1209401993,1209400325,1668
799286330,1209446462,1209450331,3869
795320852,1208974881,1208974379,502
795399491,1208981965,1208982810,845
803572672,1209956028,1209956043,15
802822669,1209850479,1209853420,2941
799851894,1209504622,1209505020,398
801335200,1209663461,1209666894,3433
803415329,1209935720,1209935074,646
802085590,1209753682,1209753017,665
803597553,1209959032,1209959040,8
802390524,1209787485,1209793263,5778
803247660,1209915570,1209911711,3859
801017276,1209628568,1209627463,1105
806231571,1210239480,1210239738,258
806789180,1210288339,1210290510,2171
805130928,1210121603,1210126431,4828
808897838,1210546114,1210545732,382
808021401,1210430688,1210429582,1106
804936342,1210102806,1210104182,1376
808544042,1210499875,1210498395,1480
808620443,1210512015,1210508617,3398
807185759,1210336322,1210335411,911
810201516,1210686838,1210683006,3832
812059659,1210868315,1210866668,1647
815450624,1211251779,1211255085,3306
814407972,1211143116,1211143177,61
815564933,1211263922,1211268547,4625
812814231,1210949145,1210946188,2957
812850474,1210951720,1210949465,2255
812309536,1210893795,1210893892,97
810424599,1210703862,1210704908,1046
810865640,1210747471,1210745715,1756
810328353,1210696099,1210696223,124
820172443,1211808642,1211805416,3226
816992949,1211414390,1211416720,2330
820824542,1211887608,1211884618,2990
817761390,1211490785,1211493206,2421
820826425,1211887831,1211884803,3028
817808303,1211495256,1211497808,2552
816642722,1211381452,1211380699,753
820633631,1211860946,1211862966,2020
821043519,1211906827,1211906188,639
817791295,1211493576,1211496139,2563
822321613,1212046253,1212045525,728
822377924,1212054122,1212052082,2040
821714132,1211982503,1211982872,369
823629154,1212183866,1212188503,4637
823470195,1212166381,1212166702,321
822835961,1212097993,1212099024,1031
821428312,1211946884,1211949610,2726
824663998,1212336942,1212334080,2862
824080064,1212250592,1212250132,460
823920985,1212228793,1212228520,273
826724478,1212575854,1212572944,2910
826841431,1212587879,1212584457,3422
826553491,1212553227,1212555508,2281
828110191,1212716465,1212717870,1405
829509991,1212893684,1212895777,2093
826709089,1212573766,1212571429,2337
830948149,1213058963,1213062337,3374
827553422,1212662264,1212661759,505
827879066,1212692203,1212692167,36
829646197,1212914762,1212915569,807
834945995,1213488185,1213490434,2249
835340054,1213545969,1213546155,186
832452424,1213215218,1213215622,404
834663304,1213453995,1213450160,3835
835921356,1213618760,1213613041,5719
832331269,1213204461,1213204795,334
835895321,1213615996,1213610261,5735
836386229,1213658447,1213660803,2356
833852669,1213362911,1213361928,983
836589746,1213680447,1213680902,455
841649126,1214229287,1214229427,140
838801150,1213894018,1213893123,895
838897548,1213902389,1213903035,646
836879377,1213712093,1213708071,4022
841050571,1214156735,1214155598,1137
841585634,1214223542,1214223438,104
839803188,1213994513,1213995346,833
838928214,1213905085,1213906384,1299
841797746,1214241679,1214243030,1351
841849565,1214246403,1214247772,1369
842571261,1214324176,1214325485,1309
847049626,1214847566,1214848339,773
845447479,1214630837,1214634231,3394
846375610,1214769533,1214765468,4065
842909318,1214358910,1214359163,253
844619196,1214532586,1214535100,2514
845873435,1214691611,1214695782,4171
845737530,1214673045,1214675792,2747
844456722,1214515401,1214518288,2887
843037255,1214373545,1214372446,1099
849932578,1215164777,1215162369,2408
847799115,1214933350,1214932595,755
852222122,1215458145,1215459862,1717
851810543,1215418206,1215416588,1618
851528804,1215382597,1215382189,408
848652842,1215025720,1215026481,761
850018929,1215176234,1215172435,3799
850076020,1215182133,1215179089,3044
849031349,1215064953,1215065605,652
848521347,1215013031,1215014178,1147
858159407,1216053131,1216048607,4524
853845211,1215620389,1215620809,420
853746336,1215613665,1215610733,2932
858376550,1216068909,1216069102,193
853457166,1215581094,1215580718,376
857500506,1215986922,1215986068,854
855862196,1215797573,1215799970,2397
857662662,1216003902,1216001459,2443
858217944,1216057205,1216054163,3042
858318289,1216064404,1216063688,716
860676136,1216279156,1216276820,2336
862067697,1216403311,1216405022,1711
859867505,1216205687,1216202791,2896
863428630,1216561810,1216560074,1736
863098531,1216516886,1216519772,2886
861225972,1216324204,1216327324,3120
859728121,1216186394,1216190001,3607
862981655,1216503708,1216505330,1622
861838109,1216388753,1216384275,4478
861492884,1216344938,1216352157,7219
868140354,1216996891,1216992359,4532
867480915,1216933441,1216934120,679
867968423,1216982480,1216977175,5305
865244732,1216743410,1216738801,4609
866911992,1216889746,1216883182,6564
866885478,1216886512,1216880804,5708
867143250,1216910358,1216903919,6439
865075620,1216732416,1216724508,7908
868492435,1217021413,1217024045,2632
865814106,1216786668,1216787246,578
876803570,1217814591,1217814186,405
871694945,1217350035,1217344048,5987
875030806,1217620190,1217629726,9536
871455690,1217329932,1217323444,6488
874994082,1217617456,1217626327,8871
873005462,1217453797,1217455720,1923
876307775,1217762664,1217760320,2344
873689021,1217515618,1217513545,2073
875884137,1217710235,1217711413,1178
872039635,1217372830,1217373642,812
883913507,1218439686,1218436507,3179
883566177,1218405852,1218405615,237
883805131,1218427689,1218427576,113
882099495,1218243511,1218246864,3353
879016310,1217998996,1218005253,6257
879481596,1218040189,1218041494,1305
878778882,1217979368,1217985937,6569
883867007,1218434274,1218432675,1599
885238899,1218551145,1218545205,5940
881160504,1218170563,1218170214,349
890840754,1219044987,1219046585,1598
886449541,1218643729,1218643568,161
888261830,1218787115,1218787512,397
889643751,1218915985,1218916111,126
887820959,1218748862,1218754482,5620
888009708,1218763543,1218768623,5080
